display_number,id,text
H.R. 1735,117296,Armed forces and national security Academic performance and assessments Accounting and auditing Administrative law and regulatory procedures Advanced technology and technological innovations Advisory bodies Afghanistan Africa Air quality Alliances Alternative and renewable resources American Samoa Animal protection and human-animal relationships Arab-Israeli relations Arctic and polar regions Arkansas Armed Forces Retirement Home Arms control and nonproliferation Asia Assault and harassment offenses Atmospheric science and weather Aviation and airports Bahrain Birds Border security and unlawful immigration Business records California Caribbean area Chemical and biological weapons Child health China Citizenship and naturalization Climate change and greenhouse gases Coast guard Colombia Commemorative events and holidays Computer security and identity theft Computers and information technology Conflicts and wars Congressional oversight Correctional facilities and imprisonment Crime prevention Crime victims Crimes against women Criminal investigation prosecution interrogation Criminal procedure and sentencing Cuba Debt collection Defense Nuclear Facilities Safety Board Defense spending Department of Defense Department of Energy Department of Veterans Affairs Detention of persons Disaster relief and insurance District of Columbia Drug trafficking and controlled substances Economic development Education programs funding Elementary and secondary education Endangered and threatened species Energy efficiency and conservation Energy prices Energy storage supplies demand Environmental Protection Agency (EPA) Environmental regulatory procedures Estonia Europe Evidence and witnesses Executive agency funding and structure Family planning and birth control Federal officials Federal preemption Financial literacy Firearms and explosives First responders and emergency personnel Florida Food assistance and relief Foreign aid and international relief Fruit and vegetables Georgia (Republic) Germany Government employee pay benefits personnel management Government studies and investigations Guam Hawaii Hazardous wastes and toxic substances Health care costs and insurance Health care coverage and access Health care quality Health facilities and institutions Health personnel Higher education Historic sites and heritage areas Home and outpatient care Hospital care Human rights Illinois Indonesia Intelligence activities surveillance classified information International law and treaties International organizations and cooperation Iran Iraq Israel Italy Japan Jordan Kansas Kentucky Kenya Land transfers Latin America Latvia Lawyers and legal services Lebanon Licensing and registrations Lithuania Malaysia Mammals Manufacturing Marine and coastal resources fisheries Marine and inland water transportation Marketing and advertising Maryland Medical tests and diagnostic methods Mental health Mexico Middle East Military assistance sales and agreements Military command and structure Military education and training Military facilities and property Military history Military law Military medicine Military operations and strategy Military personnel and dependents Military procurement research weapons development Military readiness Minority and disadvantaged businesses National Guard and reserves New Mexico Northern Mariana Islands Nuclear weapons Nutrition and diet Ohio Oil and gas Oklahoma Organized crime Pacific Ocean Pakistan Palestinians Performance measurement Personnel records Philippines Portugal Prescription drugs Professional sports Public contracts and procurement Qatar Radiation Religion Research administration and funding Research and development Retail and wholesale trades Right of privacy Russia Service animals Sex offenses Sex gender sexual orientation discrimination Small business Social work volunteer service charitable organizations Somalia Space flight and exploration Spacecraft and satellites Special education State and local government operations Strategic materials and reserves Student aid and college costs Surgery and anesthesia Syria Taiwan Tanzania Terrorism Texas Thailand Transportation costs Transportation employees Transportation safety and security Turkey Ukraine Unemployment United Kingdom Veterans' education employment rehabilitation Veterans' medical care Veterans' organizations and recognition Vietnam Virgin Islands Visas and passports Wildlife conservation and habitat protection Women's health Yemen
H.R. 2048,116503,Armed forces and national security Arms control and nonproliferation Business records Chemical and biological weapons Civil actions and liability Congressional oversight Consumer credit Crimes against animals and natural resources Criminal investigation prosecution interrogation Criminal procedure and sentencing Evidence and witnesses Firearms and explosives Hazardous wastes and toxic substances Infectious and parasitic diseases Intelligence activities surveillance classified information International law and treaties Judicial review and appeals Jurisdiction and venue Marine and coastal resources fisheries Marine and inland water transportation Marine pollution Navigation waterways harbors Nuclear weapons Oil and gas Pollution liability Radioactive wastes and releases Right of privacy Telephone and wireless communication Terrorism Transportation safety and security
S. 2082,117289,Armed forces and national security Administrative remedies Advisory bodies Asia Building construction Child care and development Colorado Congressional oversight Department of Defense Department of Veterans Affairs Disability and paralysis Executive agency funding and structure Florida Hazardous wastes and toxic substances Health care coverage and access Health facilities and institutions Health personnel Hospital care Housing for the elderly and disabled Long-term rehabilitative and terminal care Medical tests and diagnostic methods Philippines Physical fitness and lifestyle Residential rehabilitation and home repair Rural conditions and development Transportation costs Veterans' education employment rehabilitation Veterans' loans housing homeless programs Veterans' medical care Veterans' organizations and recognition
H.R. 322,117268,Government operations and politics Congressional tributes Government buildings facilities and property Military personnel and dependents Missouri Postal service
H.R. 1732,116498,Environmental protection Administrative law and regulatory procedures Army Corps of Engineers Economic performance and conditions Environmental Protection Agency (EPA) Environmental regulatory procedures Intergovernmental relations Property rights State and local government operations Water quality Wetlands
H.R. 1949,117252,Public lands and natural resources Military history Military personnel and dependents Monuments and memorials Racial and ethnic relations U.S. history
H.R. 5,116750,Education Abortion Academic performance and assessments Administrative law and regulatory procedures Administrative remedies Advisory bodies Alaska Natives and Hawaiians Assault and harassment offenses Child health Child safety and welfare Correctional facilities and imprisonment Crimes against children Crimes against property Criminal investigation prosecution interrogation Criminal justice information and records Department of Education Domestic violence and child abuse Drug trafficking and controlled substances Education of the disadvantaged Education programs funding Educational technology and distance education Elementary and secondary education Employee hiring Family relationships Federal-Indian relations First Amendment rights Fraud offenses and financial crimes Government information and archives Health information and medical records Higher education Homelessness and emergency shelter Indian social and development programs Intergovernmental relations Juvenile crime and gang violence Language arts Migrant seasonal agricultural labor Minority education Performance measurement Religion Right of privacy Rural conditions and development School administration Sex offenses Special education State and local finance State and local government operations Student records Teaching teachers curricula Violent crime
H.R. 606,116495,Taxation Employee benefits and pensions Government employee pay benefits personnel management Income tax exclusion Law enforcement officers
H.R. 2028,116486,Economics and public finance Alabama Alaska Appalachian Regional Commission Appropriations Army Corps of Engineers California Congressional oversight Dams and canals Defense Nuclear Facilities Safety Board Delta Regional Authority Denali Commission Department of Energy Department of the Interior Electric power generation and transmission Energy efficiency and conservation Energy research Energy storage supplies demand Executive agency funding and structure Federal Energy Regulatory Commission (FERC) Floods and storm protection Georgia Government trust funds Hazardous wastes and toxic substances Hybrid electric and advanced technology vehicles Intelligence activities surveillance classified information Lakes and rivers Licensing and registrations Marine and inland water transportation Mississippi River Missouri Natural disasters Nuclear Regulatory Commission (NRC) Nuclear Waste Technical Review Board Nuclear power Nuclear weapons Oil and gas Pipelines Pollution liability Radioactive wastes and releases Research administration and funding Research and development Strategic materials and reserves Utah Water quality Water resources funding Water storage Water use and supply
H.R. 22,118018,Transportation and public works Accidents Accounting and auditing Administrative law and regulatory procedures Advisory bodies Africa Air quality Alternative and renewable resources Appropriations Arizona Aviation and airports Bank accounts deposits capital Banking and financial institutions regulation Business investment and capital Business records Canada Civil actions and liability Climate change and greenhouse gases Commemorative events and holidays Commuting Competitiveness trade promotion trade deficits Comprehensive health care Computers and information technology Congressional oversight Consumer affairs Consumer credit Corporate finance and management Credit and credit markets Currency Customs enforcement Debt collection Department of Energy Department of Transportation Department of the Treasury Disaster relief and insurance Drug alcohol tobacco use Electric power generation and transmission Elementary and secondary education Emergency planning and evacuation Employee benefits and pensions Energy storage supplies demand Environmental assessment monitoring research Executive agency funding and structure Export-Import Bank of the United States Federal Energy Regulatory Commission (FERC) Federal Reserve System Federal officials Financial services and investments Fraud offenses and financial crimes Freedom of information Government buildings facilities and property Government corporations and government-sponsored enterprises Government employee pay benefits personnel management Government ethics and transparency public corruption Government information and archives Government lending and loan guarantees Government studies and investigations Government trust funds Hazardous wastes and toxic substances Health care costs and insurance Health care coverage and access Historic sites and heritage areas Homelessness and emergency shelter Housing and community development funding Housing finance and home ownership Housing supply and affordability Hunting and fishing Hybrid electric and advanced technology vehicles Indian lands and resources rights Inflation and prices Infrastructure development Insects Insurance industry and regulation Interest dividends interest rates Intergovernmental relations Internal Revenue Service (IRS) International organizations and cooperation Internet and video services Judicial review and appeals Land use and conservation Latin America Lease and rental services Licensing and registrations Life casualty property insurance Low- and moderate-income housing Manufacturing Marine and inland water transportation Metals Mexico Military medicine Motor carriers Motor vehicles National Railroad Passenger Corporation (Amtrak) Navigation waterways harbors Office of Management and Budget (OMB) Oil and gas Outdoor recreation Pedestrians and bicycling Performance measurement Pipelines Pollution liability Product safety and quality Public contracts and procurement Public housing Public transit Public utilities and utility rates Public-private cooperation Railroads Regional and metropolitan planning Research administration and funding Research and development Residential rehabilitation and home repair Right of privacy Roads and highways Rural conditions and development Sales and excise taxes Securities Securities and Exchange Commission (SEC) Separation divorce custody support Small business State and local government operations Strategic materials and reserves Tax administration and collection taxpayers Telephone and wireless communication Texas Trade agreements and negotiations Transfer and inheritance taxes Transportation costs Transportation programs funding Transportation safety and security User charges and fees Veterans' medical care Visas and passports Water resources funding Water use and supply Wildlife conservation and habitat protection
H.R. 749,116282,Transportation and public works Administrative law and regulatory procedures Advisory bodies Alabama Alternative dispute resolution mediation arbitration Animal protection and human-animal relationships Appropriations Commuting Congressional oversight Connecticut Department of Transportation District of Columbia Executive agency funding and structure Florida Food industry and services Government corporations and government-sponsored enterprises Government studies and investigations Government trust funds Historic sites and heritage areas Infrastructure development Intergovernmental relations Licensing and registrations Louisiana Maryland Massachusetts Minority and disadvantaged businesses Mississippi National Railroad Passenger Corporation (Amtrak) New York City New York State Pennsylvania Performance measurement Public contracts and procurement Railroads Small business State and local government operations Transportation programs funding
H.R. 373,116445,Public lands and natural resources First responders and emergency personnel Forests forestry trees Government liability Land use and conservation Life casualty property insurance Parks recreation areas trails Social work volunteer service charitable organizations Wilderness and natural areas wildlife refuges wild rivers habitats
H.R. 1731,116439,Government operations and politics Computer security and identity theft Congressional oversight Emergency communications systems Government information and archives Infrastructure development Intergovernmental relations International organizations and cooperation Research and development Right of privacy State and local government operations
H.Res. 212,116427,Congress House of Representatives Legislative rules and procedure
H.R. 622,116417,Taxation Income tax deductions Sales and excise taxes State and local taxation
H.Res. 507,117914,Congress
H.R. 1615,116707,Government operations and politics Administrative law and regulatory procedures Congressional oversight Department of Homeland Security Freedom of information Right of privacy
H.Res. 260,116508,Congress House of Representatives Legislative rules and procedure
H.Res. 200,116406,Congress House of Representatives Legislative rules and procedure
H.Res. 481,117869,Congress House of Representatives Legislative rules and procedure
H.Con.Res. 79,117292,Health Abortion Family planning and birth control Health facilities and institutions Health programs administration and funding Sex and reproductive health Women's health
H.Res. 42,116158,Congress House of Representatives Legislative rules and procedure
H.Res. 315,116677,Congress House of Representatives Legislative rules and procedure
H.R. 3578,118057,Emergency management
H.Res. 449,117294,Congress House of Representatives Legislative rules and procedure
S.Con.Res. 11,116463,Economics and public finance Accounting and auditing Administrative law and regulatory procedures Alternative and renewable resources Appropriations Aviation and airports Bank accounts deposits capital Banking and financial institutions regulation Budget deficits and national debt Budget process Child health Child safety and welfare Civil actions and liability Climate change and greenhouse gases Competitiveness trade promotion trade deficits Comprehensive health care Computer security and identity theft Congressional oversight Constitution and constitutional amendments Consumer Financial Protection Bureau Crime victims Crimes against children Currency Defense spending Department of Defense Department of Energy Department of Veterans Affairs Department of the Treasury Diplomacy foreign officials Americans abroad Disability and paralysis Disability assistance Drug alcohol tobacco use Economic performance and conditions Economic theory Education programs funding Electric power generation and transmission Elementary and secondary education Emergency medical services and trauma care Employee hiring Employment and training programs Energy assistance for the poor and aged Energy efficiency and conservation Energy research Environmental regulatory procedures Executive agency funding and structure Financial services and investments Fires Food assistance and relief Forests forestry trees Fraud offenses and financial crimes Government buildings facilities and property Government corporations and government-sponsored enterprises Government employee pay benefits personnel management Government lending and loan guarantees Government studies and investigations Government trust funds Hazardous wastes and toxic substances Health care costs and insurance Health care coverage and access Health care quality Health facilities and institutions Health personnel Health programs administration and funding Health technology devices supplies Higher education Housing and community development funding Housing finance and home ownership Infrastructure development Intellectual property Labor-management relations Land use and conservation Law enforcement administration and funding Lawyers and legal services Legislative rules and procedure Manufacturing Marine and inland water transportation Medicaid Medical education Medical research Medicare Members of Congress Mental health Military operations and strategy Mining National Institutes of Health (NIH) Nuclear power Nuclear weapons Oil and gas Outdoor recreation Performance measurement Postal service Poverty and welfare assistance Prescription drugs Property tax Protection of officials Public contracts and procurement Public-private cooperation Radioactive wastes and releases Research administration and funding Research and development Roads and highways Rural conditions and development Sales and excise taxes Science and engineering education Senate Sex offenses Social security and elderly assistance Soil pollution State and local finance State and local taxation Student aid and college costs Tariffs Tax reform and tax simplification Terrorism Trade agreements and negotiations Transportation programs funding U.S. Postal Service U.S. territories and protectorates User charges and fees Veterans' education employment rehabilitation Veterans' loans housing homeless programs Veterans' medical care Veterans' pensions and compensation Water quality Water resources funding
H.R. 3493,117866,Emergency management
H.Res. 388,117235,Congress House of Representatives Legislative rules and procedure
H.R. 2353,116534,Transportation and public works Government information and archives Government trust funds Hazardous wastes and toxic substances Hunting and fishing Indian lands and resources rights Law enforcement administration and funding Licensing and registrations Marine pollution Motor carriers Oil and gas Outdoor recreation Public transit Research administration and funding Research and development Roads and highways Rural conditions and development Sales and excise taxes Transportation programs funding Transportation safety and security Wetlands
H.Res. 305,116669,Congress House of Representatives Legislative rules and procedure
H.Res. 189,116388,Congress House of Representatives Legislative rules and procedure
H.Res. 539,117994,
H.R. 2,116339,Health Administrative law and regulatory procedures Administrative remedies Advisory bodies Alternative treatments Border security and unlawful immigration Child health Civil actions and liability Congressional oversight Correctional facilities and imprisonment Crime prevention Department of Health and Human Services Digestive and metabolic diseases Education programs funding Elementary and secondary education Emergency medical services and trauma care Employment and training programs Family planning and birth control Forests forestry trees Fraud offenses and financial crimes Government information and archives Government studies and investigations Government trust funds Health care costs and insurance Health care coverage and access Health care quality Health facilities and institutions Health information and medical records Health personnel Health programs administration and funding Health promotion and preventive care Health technology devices supplies Home and outpatient care Hospital care Intergovernmental relations Land use and conservation Licensing and registrations Long-term rehabilitative and terminal care Medicaid Medical education Medical research Medicare Minority health Musculoskeletal and skin diseases Neurological disorders Performance measurement Poverty and welfare assistance Prescription drugs Public contracts and procurement Right of privacy Rural conditions and development Sex and reproductive health State and local finance State and local taxation Surgery and anesthesia Teenage pregnancy Tennessee User charges and fees Vocational and technical education Wildlife conservation and habitat protection Women's health
H.Res. 121,116247,Congress House of Representatives Legislative rules and procedure
H.R. 1562,116405,Taxation Debt collection Public contracts and procurement Tax administration and collection taxpayers
H.Con.Res. 27,116337,Economics and public finance Accounting and auditing Administrative law and regulatory procedures Appropriations Budget deficits and national debt Budget process Child health Comprehensive health care Constitution and constitutional amendments Defense spending Economic performance and conditions Education programs funding Employment and training programs Executive agency funding and structure Government employee pay benefits personnel management Government trust funds Health care costs and insurance Health care coverage and access Health care quality Higher education Medical education Medical research Medicare Members of Congress Military operations and strategy Poverty and welfare assistance Roads and highways Social security and elderly assistance Student aid and college costs Tax reform and tax simplification Terrorism Trade agreements and negotiations Transportation programs funding User charges and fees Veterans' medical care
H.R. 1599,116816,Agriculture and food Administrative law and regulatory procedures Agricultural practices and innovations Business records Department of Health and Human Services Federal preemption Food and Drug Administration (FDA) Food supply safety and labeling Fruit and vegetables Genetics Marketing and advertising
H.Res. 303,116637,Congress House of Representatives Legislative rules and procedure
H.R. 216,116315,Armed forces and national security Accounting and auditing Budget process Congressional oversight Department of Veterans Affairs Executive agency funding and structure Government studies and investigations
H.Res. 560,118060,
H.Res. 162,116310,International affairs Europe Military assistance sales and agreements Russia Sovereignty recognition national governance and status Ukraine
H.R. 2042,116705,Environmental protection Administrative law and regulatory procedures Air quality Climate change and greenhouse gases Coal Electric power generation and transmission Environmental Protection Agency (EPA) Environmental regulatory procedures Judicial review and appeals Oil and gas Public utilities and utility rates
H.Res. 295,116639,Crime and law enforcement Evidence and witnesses Law enforcement administration and funding Law enforcement officers Photography and imaging Right of privacy
H.R. 1029,116297,Environmental protection Administrative law and regulatory procedures Advisory bodies Environmental Protection Agency (EPA) Environmental assessment monitoring research Environmental regulatory procedures Research administration and funding
H.R. 2029,116464,Armed forces and national security Administrative remedies Alaska Alliances American Battle Monuments Commission Appropriations Armed Forces Retirement Home Asia Buy American requirements Cemeteries and funerals Computers and information technology Congressional oversight Defense spending Department of Defense Department of Veterans Affairs Disability and paralysis Employment discrimination and employee rights Environmental assessment monitoring research Executive agency funding and structure Federal appellate courts Government employee pay benefits personnel management Government information and archives Government lending and loan guarantees Health facilities and institutions Historic sites and heritage areas Housing and community development funding Housing finance and home ownership Indian social and development programs Japan Life casualty property insurance Medical research Metals Middle East Military facilities and property Military operations and strategy Military procurement research weapons development National Guard and reserves Performance measurement Persian Gulf States Research administration and funding Rural conditions and development Specialized courts Veterans' education employment rehabilitation Veterans' loans housing homeless programs Veterans' medical care Veterans' pensions and compensation Virginia
H.R. 720,116226,Transportation and public works Aviation and airports Congressional oversight Department of Homeland Security Emergency communications systems Emergency planning and evacuation First responders and emergency personnel Government employee pay benefits personnel management Government information and archives Government studies and investigations Homeland security Law enforcement administration and funding Terrorism Transportation employees Transportation safety and security
H.R. 2297,116510,International affairs Arab-Israeli relations Bank accounts deposits capital Banking and financial institutions regulation Congressional oversight Diplomacy foreign officials Americans abroad Drug trafficking and controlled substances Financial services and investments Foreign and international banking Foreign property Fraud offenses and financial crimes International exchange and broadcasting International monetary system and foreign exchange Internet and video services Middle East Organized crime Sanctions Television and film Terrorism Trade restrictions War and emergency powers
H.Res. 271,116528,Congress House of Representatives Legislative rules and procedure
H.R. 527,116223,Government operations and politics Administrative law and regulatory procedures Administrative remedies Business records Civil actions and liability Competitiveness trade promotion trade deficits Congressional oversight Economic performance and conditions Federal appellate courts Federal-Indian relations Forests forestry trees Government information and archives Government studies and investigations Industrial policy and productivity Judicial review and appeals Jurisdiction and venue Land use and conservation Small Business Administration Small business Tax administration and collection taxpayers
H.R. 294,116275,Armed forces and national security Adoption and foster care Home and outpatient care Public contracts and procurement Veterans' loans housing homeless programs Veterans' medical care
H.J.Res. 35,116270,Native Americans Federal-Indian relations Indian lands and resources rights Indian social and development programs Land transfers Montana
H.Res. 129,116262,Congress House of Representatives Legislative rules and procedure
H.Res. 223,116447,Congress House of Representatives Legislative rules and procedure
H.R. 3134,117265,Health Abortion Family planning and birth control Health facilities and institutions Health programs administration and funding Sex and reproductive health Women's health
H.Res. 125,116255,Congress House of Representatives Legislative rules and procedure
S.J.Res. 8,116306,Labor and employment Administrative law and regulatory procedures Congressional oversight Labor-management relations National Labor Relations Board (NLRB)
H.Res. 480,117871,Congress House of Representatives Legislative rules and procedure
H.R. 529,116251,Taxation Computers and information technology Educational technology and distance education Higher education Income tax exclusion Student aid and college costs
H.Res. 448,117290,Congress House of Representatives Legislative rules and procedure
H.R. 623,116204,Emergency management Advisory bodies Congressional oversight Department of Homeland Security Emergency communications systems Emergency planning and evacuation Executive agency funding and structure Homeland security Internet and video services Telephone and wireless communication Terrorism
H.R. 734,116245,Science technology communications Administrative law and regulatory procedures Competition and antitrust Congressional oversight Federal Communications Commission (FCC) Government information and archives Internet and video services Small business Telephone and wireless communication
H.R. 2250,116532,Economics and public finance Appropriations Architect of the Capitol Congressional Budget Office (CBO) Congressional Research Service (CRS) Congressional agencies Congressional committees Congressional leadership Congressional officers and employees Congressional operations and organization Executive agency funding and structure Government Accountability Office (GAO) Government Publishing Office (GPO) Government buildings facilities and property Government information and archives Government trust funds Horticulture and plants House of Representatives Hybrid electric and advanced technology vehicles International exchange and broadcasting Law enforcement officers Library of Congress Members of Congress Mississippi Policy sciences Russia Senate U.S. Capitol User charges and fees
H.R. 33,116272,Emergency management Appropriations Comprehensive health care Department of Homeland Security Employee benefits and pensions Executive agency funding and structure First responders and emergency personnel Health care costs and insurance Health care coverage and access Sales and excise taxes Social work volunteer service charitable organizations State and local government operations Tax-exempt organizations
H.R. 23,116112,Emergency management Advisory bodies Atmospheric science and weather Building construction Department of Commerce Department of Homeland Security Emergency planning and evacuation Executive agency funding and structure Federal Emergency Management Agency (FEMA) National Science Foundation Natural disasters Research administration and funding Research and development
H.R. 685,116392,Housing and community development Administrative law and regulatory procedures Consumer Financial Protection Bureau Housing finance and home ownership User charges and fees
H.Res. 27,116128,Congress House of Representatives Legislative rules and procedure
H.R. 3038,116782,Transportation and public works Appropriations Aviation and airports Drug alcohol tobacco use Emergency planning and evacuation Employee benefits and pensions Government information and archives Government trust funds Hazardous wastes and toxic substances Health care costs and insurance Housing finance and home ownership Hunting and fishing Law enforcement administration and funding Licensing and registrations Motor carriers Motor fuels Oil and gas Outdoor recreation Public transit Research administration and funding Research and development Roads and highways Rural conditions and development Sales and excise taxes Small business Tax administration and collection taxpayers Transfer and inheritance taxes Transportation programs funding Transportation safety and security User charges and fees
H.R. 644,118062,Foreign trade and international finance Administrative law and regulatory procedures Administrative remedies Advisory bodies Agricultural trade Alaska Arab-Israeli relations Archaeology and anthropology Aviation and airports Canada Charitable contributions Competitiveness trade promotion trade deficits Computers and information technology Congressional oversight Currency Customs enforcement Department of Homeland Security Economic performance and conditions Employee benefits and pensions Employment discrimination and employee rights Environmental regulatory procedures Executive agency funding and structure Federal officials Financial services and investments Food assistance and relief Free trade and trade barriers Gaza Strip Government employee pay benefits personnel management Government information and archives Government studies and investigations Government trust funds Historical and cultural resources Horticulture and plants Human rights Income tax deductions Indian lands and resources rights Intellectual property Interest dividends interest rates International monetary system and foreign exchange International organizations and cooperation Israel Labor standards Land use and conservation Latin America Legislative rules and procedure Manufacturing Mexico Middle East Office of the U.S. Trade Representative Palestinians Performance measurement Product safety and quality Sales and excise taxes Sanctions Small business Smuggling and trafficking Social work volunteer service charitable organizations Tariffs Tax administration and collection taxpayers Tax-exempt organizations Trade agreements and negotiations Trade restrictions Travel and tourism U.S. International Trade Commission User charges and fees Visas and passports West Bank Wildlife conservation and habitat protection Youth employment and child labor
H.R. 3114,117969,Armed forces and national security
H.Res. 274,116549,Congress House of Representatives Legislative rules and procedure
H.R. 758,117262,Law Civil actions and liability Judicial procedure and administration Lawyers and legal services Legal fees and court costs
S. 1,116234,Energy Administrative law and regulatory procedures Alternative and renewable resources Building construction Canada Climate change and greenhouse gases Congressional oversight Consumer affairs Educational facilities and institutions Electric power generation and transmission Elementary and secondary education Energy efficiency and conservation Energy storage supplies demand Environmental assessment monitoring research Environmental technology Federal appellate courts General Services Administration Government buildings facilities and property Government information and archives Government studies and investigations Government trust funds Higher education Industrial facilities Judicial review and appeals Licensing and registrations Lighting and heating Materials Nebraska Oil and gas Performance measurement Pipelines Pollution liability Public contracts and procurement Public utilities and utility rates Real estate business Sales and excise taxes Water use and supply
H.Res. 100,116229,Congress House of Representatives Legislative rules and procedure
H.R. 37,116142,Finance and financial sector Administrative law and regulatory procedures Bank accounts deposits capital Banking and financial institutions regulation Business investment and capital Business records Civil actions and liability Commodities markets Congressional oversight Corporate finance and management Financial services and investments Government information and archives Government studies and investigations Inflation and prices Licensing and registrations Securities Securities and Exchange Commission (SEC) Small business State and local government operations Wages and earnings
H.R. 597,117900,Foreign trade and international finance Accounting and auditing Banking and financial institutions regulation Climate change and greenhouse gases Competitiveness trade promotion trade deficits Computers and information technology Congressional oversight Credit and credit markets Environmental assessment monitoring research Executive agency funding and structure Export-Import Bank of the United States Fraud offenses and financial crimes Government employee pay benefits personnel management Government ethics and transparency public corruption Government information and archives Government lending and loan guarantees Government studies and investigations Inflation and prices Insurance industry and regulation Interest dividends interest rates Public-private cooperation Small business Trade agreements and negotiations
H.R. 876,116288,Health Health information and medical records Home and outpatient care Hospital care Medicare
H.R. 1338,117967,Armed forces and national security Cemeteries and funerals Congressional oversight Government studies and investigations Veterans' organizations and recognition
H.R. 1324,116443,Public lands and natural resources Colorado Forests forestry trees Land transfers Motor vehicles
H.Res. 19,116115,Congress House of Representatives Legislative rules and procedure
H.R. 647,116289,Health Emergency medical services and trauma care Health facilities and institutions Health programs administration and funding
H.R. 702,117862,Energy Coal Congressional oversight Energy storage supplies demand Government studies and investigations Oil and gas Strategic materials and reserves Trade restrictions
H.Res. 350,116761,Congress House of Representatives Legislative rules and procedure
H.R. 203,116125,Armed forces and national security Administrative remedies Allied health services Congressional oversight Department of Veterans Affairs Drug therapy Evidence and witnesses Executive agency funding and structure Government employee pay benefits personnel management Government information and archives Government studies and investigations Health care coverage and access Health personnel Health promotion and preventive care Higher education Medical education Mental health Military medicine Military personnel and dependents National Guard and reserves Neurological disorders Student aid and college costs Veterans' medical care
H.R. 212,116244,Environmental protection Environmental assessment monitoring research Environmental technology Government information and archives Hazardous wastes and toxic substances Health information and medical records Water quality Water use and supply
H.R. 2685,116666,Armed forces and national security Afghanistan Alternative and renewable resources Appropriations Arms control and nonproliferation Asia Assault and harassment offenses Atmospheric science and weather Aviation and airports Buy American requirements Caribbean area Central Intelligence Agency (CIA) Chemical and biological weapons Child safety and welfare Climate change and greenhouse gases Conflicts and wars Congressional oversight Crime prevention Crimes against women Criminal investigation prosecution interrogation Cuba Defense spending Department of Defense Department of Veterans Affairs Detention of persons Drug trafficking and controlled substances Educational technology and distance education Energy prices Europe Executive agency funding and structure Federal appellate courts Firearms and explosives Foreign aid and international relief Foreign labor Government employee pay benefits personnel management Government studies and investigations Health facilities and institutions Human rights Idaho Intelligence activities surveillance classified information International law and treaties Iraq Israel Jordan Kuwait Latin America Metals Middle East Military assistance sales and agreements Military command and structure Military education and training Military facilities and property Military medicine Military operations and strategy Military personnel and dependents Military procurement research weapons development Minnesota Montana Motor fuels National Guard and reserves Nevada North Dakota Nuclear weapons Oil and gas Oregon Pakistan Portugal Presidents and presidential powers Vice Presidents Research administration and funding Research and development Russia Sex offenses Small business South Dakota Sovereignty recognition national governance and status Specialized courts Syria Terrorism Ukraine Veterans' medical care War and emergency powers Washington State
H.Res. 48,116179,Congress House of Representatives Legislative rules and procedure
H.R. 469,116180,Families Child safety and welfare Congressional oversight Crime victims Crimes against children Domestic violence and child abuse Government employee pay benefits personnel management Human trafficking Intergovernmental relations Sex offenses State and local government operations
H.R. 2289,116616,Finance and financial sector Administrative law and regulatory procedures Administrative remedies Banking and financial institutions regulation Bankruptcy Business records Commodities markets Commodity Futures Trading Commission Computers and information technology Congressional oversight Electric power generation and transmission Executive agency funding and structure Financial services and investments Government employee pay benefits personnel management Government studies and investigations Judicial review and appeals Minority employment Oil and gas Public utilities and utility rates Securities Women's employment
H.Res. 273,116536,Congress House of Representatives Legislative rules and procedure
H.R. 719,117291,Economics and public finance Appropriations Congressional oversight Criminal investigation prosecution interrogation Department of Homeland Security Executive agency funding and structure Firearms and explosives Government employee pay benefits personnel management Government ethics and transparency public corruption Government studies and investigations Law enforcement officers Licensing and registrations Transportation safety and security
H.Res. 231,116452,Congress House of Representatives Legislative rules and procedure
H.R. 4127,117992,Armed forces and national security Administrative law and regulatory procedures Africa Arms control and nonproliferation Asia Caribbean area Central Intelligence Agency (CIA) China Coast guard Computer security and identity theft Conflicts and wars Congressional oversight Cuba Department of Defense Department of Energy Department of Homeland Security Department of Justice Department of State Department of the Treasury Detention of persons Diplomacy foreign officials Americans abroad Director of National Intelligence Drug Enforcement Administration (DEA) Executive agency funding and structure Federal Bureau of Investigation (FBI) Federal officials Foreign language and bilingual programs Government buildings facilities and property Government employee pay benefits personnel management Government information and archives Government studies and investigations Higher education Human rights Intelligence activities surveillance classified information Intergovernmental relations Iran Iraq Latin America Libya Middle East Military assistance sales and agreements Military facilities and property Minority and disadvantaged businesses Minority education News media and reporting Nuclear weapons Office of Personnel Management (OPM) Pacific Ocean Personnel records Political parties and affiliation Privacy and Civil Liberties Oversight Board Public contracts and procurement Research administration and funding Research and development Russia Sanctions Small business Somalia Spacecraft and satellites State and local government operations Syria Telephone and wireless communication Terrorism Veterans' education employment rehabilitation Visas and passports Women in business Yemen
H.Res. 380,117221,Congress House of Representatives Legislative rules and procedure
H.R. 1191,116509,International affairs Arms control and nonproliferation Comprehensive health care Congressional oversight Diplomacy foreign officials Americans abroad Employee benefits and pensions First responders and emergency personnel Foreign and international banking Fraud offenses and financial crimes Health care costs and insurance Health care coverage and access International law and treaties Iran Legislative rules and procedure Middle East Nuclear power Nuclear weapons Sales and excise taxes Sanctions Social work volunteer service charitable organizations State and local government operations Tax-exempt organizations Terrorism Trade restrictions
H.Con.Res. 25,116420,Congress Commemorative events and holidays Law enforcement officers Museums exhibitions cultural centers U.S. Capitol
H.Res. 101,116236,Congress House of Representatives Legislative rules and procedure
