,id,related_bill__display_number,created,result,question,required,total_minus,total_other,total_plus,vote_type,session,margin,category,link
176,116446,H.R. 651,2015-04-29T14:25:00,Passed,"H.R. 651: To designate the facility of the United States Postal Service located at 820 Elmwood Avenue in Providence, Rhode ...",2/3,0,8,423,On Motion to Suspend the Rules and Pass,2015,1.0,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h177
177,116448,H.R. 2029,2015-04-29T15:45:00,Passed,"On Sustaining the Ruling of the Chair: H.R. 2029: Military Construction and Veterans Affairs and Related Agencies Appropriations Act, 2016",1/2,180,14,237,On Sustaining the Ruling of the Chair,2015,0.136691,procedural,https://www.govtrack.us/congress/votes/114-2015/h178
178,116450,H.Res. 231,2015-04-30T13:12:00,Passed,On Consideration of the Resolution: H.Res. 231: Providing for consideration of the bill (H.R. 1732) to preserve existing rights and ...,1/2,174,17,240,On Consideration of the Resolution,2015,0.15942,procedural,https://www.govtrack.us/congress/votes/114-2015/h179
179,116451,H.Res. 231,2015-04-30T14:55:00,Passed,On Ordering the Previous Question: H.Res. 231: Providing for consideration of the bill (H.R. 1732) to preserve existing rights and ...,1/2,181,9,241,On Ordering the Previous Question,2015,0.14218,procedural,https://www.govtrack.us/congress/votes/114-2015/h180
180,116452,H.Res. 231,2015-04-30T15:04:00,Passed,H.Res. 231: Providing for consideration of the bill (H.R. 1732) to preserve existing rights and responsibilities with respect to waters ...,1/2,181,8,242,On the Resolution,2015,0.144208,passage,https://www.govtrack.us/congress/votes/114-2015/h181
181,116453,,2015-04-30T15:12:00,Passed,On Approving the Journal,1/2,175,20,236,On Approving the Journal,2015,0.148418,procedural,https://www.govtrack.us/congress/votes/114-2015/h182
182,116463,S.Con.Res. 11,2015-04-30T18:15:00,Passed,S.Con.Res. 11: An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2016 ...,1/2,197,9,226,On the Conference Report,2015,0.0685579,passage,https://www.govtrack.us/congress/votes/114-2015/h183
183,116454,H.R. 2029,2015-04-30T18:22:00,Failed,"H.Amdt. 123 (Van Hollen) to H.R. 2029: Amendment sought to strike the first paragraph of title IV. In its entirety, ...",1/2,229,11,191,On the Amendment,2015,0.0904762,amendment,https://www.govtrack.us/congress/votes/114-2015/h184
184,116461,H.R. 2029,2015-04-30T18:27:00,Failed,"H.Amdt. 124 (Mulvaney) to H.R. 2029: Amendment sought to strike the second paragraph of title IV. In its entirety, title ...",1/2,229,10,192,On the Amendment,2015,0.087886,amendment,https://www.govtrack.us/congress/votes/114-2015/h185
185,116457,H.R. 2029,2015-04-30T18:31:00,Failed,"H.Amdt. 125 (Mulvaney) to H.R. 2029: Amendment sought to strike the third paragraph of title IV. In its entirety, title ...",1/2,231,10,190,On the Amendment,2015,0.0973872,amendment,https://www.govtrack.us/congress/votes/114-2015/h186
186,116455,H.R. 2029,2015-04-30T18:34:00,Failed,H.Amdt. 126 (Nadler) to H.R. 2029: Amendment sought to strike section 512 which prohibits use of funds by the DOD ...,1/2,254,10,167,On the Amendment,2015,0.206651,amendment,https://www.govtrack.us/congress/votes/114-2015/h187
187,116458,H.R. 2029,2015-04-30T18:39:00,Failed,"H.Amdt. 130 (Blumenauer) to H.R. 2029: An amendment to prohibit the use of funds to implement, administer, or enforce Veterans ...",1/2,213,8,210,On the Amendment,2015,0.0070922,amendment,https://www.govtrack.us/congress/votes/114-2015/h188
188,116464,H.R. 2029,2015-04-30T18:42:00,Failed,H.Amdt. 138 (Pocan) to H.R. 2029: Amendment sought to prevent use of funds from going to companies that have recent ...,1/2,237,8,186,On the Amendment,2015,0.120567,amendment,https://www.govtrack.us/congress/votes/114-2015/h189
189,116459,H.R. 2029,2015-04-30T18:46:00,Failed,H.Amdt. 149 (Hice) to H.R. 2029: Amendment sought to address concerns in which Federal employees are permitted to engage in ...,1/2,232,9,190,On the Amendment,2015,0.0995261,amendment,https://www.govtrack.us/congress/votes/114-2015/h190
190,116462,H.R. 2029,2015-04-30T18:49:00,Failed,"H.Amdt. 150 (King) to H.R. 2029: An amendment to prohibit use of funds to implement, administer, or enforce the prevailing ...",1/2,235,10,186,On the Amendment,2015,0.11639,amendment,https://www.govtrack.us/congress/votes/114-2015/h191
191,116456,H.R. 2029,2015-04-30T19:08:00,Failed,"On Motion to Recommit with Instructions: H.R. 2029: Military Construction and Veterans Affairs and Related Agencies Appropriations Act, 2016",1/2,236,14,181,On the Motion to Recommit,2015,0.131894,procedural,https://www.govtrack.us/congress/votes/114-2015/h192
192,116460,H.R. 2029,2015-04-30T19:14:00,Passed,"H.R. 2029: Military Construction and Veterans Affairs and Related Agencies Appropriations Act, 2016",1/2,163,13,255,On Passage of the Bill,2015,0.220096,passage,https://www.govtrack.us/congress/votes/114-2015/h193
193,116470,H.J.Res. 43,2015-04-30T23:08:00,Passed,H.J.Res. 43: Disapproving the action of the District of Columbia Council in approving the Reproductive Health Non-Discrimination Amendment Act of ...,1/2,192,11,228,On Passage of the Bill,2015,0.0857143,passage,https://www.govtrack.us/congress/votes/114-2015/h194
194,116465,H.R. 2028,2015-04-30T23:14:00,Failed,H.Amdt. 159 (McClintock) to H.R. 2028: Amendment sought to make reductions in funding for various programs not currently authorized and ...,1/2,295,10,126,On the Amendment,2015,0.401425,amendment,https://www.govtrack.us/congress/votes/114-2015/h195
195,116478,H.R. 2028,2015-04-30T23:17:00,Failed,H.Amdt. 162 (Ruiz) to H.R. 2028: Amendment sought to increase funding for Water and Related Resources by $5 million and ...,1/2,249,10,172,On the Amendment,2015,0.182898,amendment,https://www.govtrack.us/congress/votes/114-2015/h196
196,116467,H.R. 2028,2015-04-30T23:20:00,Failed,H.Amdt. 164 (Griffith) to H.R. 2028: Amendment sought to increase funding for Fossil Energy Research and Development by $50 million ...,1/2,244,10,177,On the Amendment,2015,0.159145,amendment,https://www.govtrack.us/congress/votes/114-2015/h197
197,116469,H.R. 2028,2015-04-30T23:24:00,Failed,H.Amdt. 167 (Swalwell) to H.R. 2028: Amendment sought to increase funding for Energy Efficiency and Renewable Energy by $25.5 million ...,1/2,248,10,173,On the Amendment,2015,0.178147,amendment,https://www.govtrack.us/congress/votes/114-2015/h198
198,116473,H.R. 2028,2015-04-30T23:27:00,Failed,H.Amdt. 171 (Byrne) to H.R. 2028: Amendment sought to zero out funding for Energy Efficiency and Renewable Energy and to ...,1/2,282,10,139,On the Amendment,2015,0.339667,amendment,https://www.govtrack.us/congress/votes/114-2015/h199
199,116472,H.R. 2028,2015-04-30T23:30:00,Failed,"H.Amdt. 172 (McClintock) to H.R. 2028: Amendment sought to zero out funding for Energy Efficiency and Renewable Energy, reduce funding ...",1/2,311,10,110,On the Amendment,2015,0.477435,amendment,https://www.govtrack.us/congress/votes/114-2015/h200
200,116475,H.R. 2028,2015-04-30T23:32:00,Failed,H.Amdt. 174 (Ellison) to H.R. 2028: Amendment sought to reduce funding for Fossil Energy Research and Development by $45 million ...,1/2,246,10,175,On the Amendment,2015,0.168646,amendment,https://www.govtrack.us/congress/votes/114-2015/h201
201,116476,H.R. 2028,2015-04-30T23:35:00,Failed,H.Amdt. 178 (Swalwell) to H.R. 2028: Amendment sought to increase funding for Advanced Research Projects Agency-Energy (ARPA-E) by $20 million ...,1/2,219,10,202,On the Amendment,2015,0.04038,amendment,https://www.govtrack.us/congress/votes/114-2015/h202
202,116471,H.R. 2028,2015-04-30T23:39:00,Failed,H.Amdt. 180 (Quigley) to H.R. 2028: Amendment sought to reduce funding for the new nuclear-armed cruise missile by $167.050 million ...,1/2,257,10,164,On the Amendment,2015,0.220903,amendment,https://www.govtrack.us/congress/votes/114-2015/h203
203,116474,H.R. 2028,2015-04-30T23:42:00,Failed,"H.Amdt. 181 (Garamendi) to H.R. 2028: Amendment sought to reduce the Atomic Energy Defense Activities National Nuclear Security Administration, Weapons ...",1/2,272,10,149,On the Amendment,2015,0.292162,amendment,https://www.govtrack.us/congress/votes/114-2015/h204
204,116466,H.R. 2028,2015-04-30T23:45:00,Failed,H.Amdt. 188 (Hudson) to H.R. 2028: Amendment sought to reduce funds in the bill by 11.1208 percent except for National ...,1/2,278,10,143,On the Amendment,2015,0.320665,amendment,https://www.govtrack.us/congress/votes/114-2015/h205
205,116468,H.R. 2028,2015-04-30T23:47:00,Failed,H.Amdt. 190 (Sanford) to H.R. 2028: Amendment sought to zero out the funding for the Advanced Technology Vehicles Manufacturing Loan ...,1/2,250,10,171,On the Amendment,2015,0.187648,amendment,https://www.govtrack.us/congress/votes/114-2015/h206
206,116477,H.R. 2028,2015-04-30T23:50:00,Agreed to,H.Amdt. 192 (Burgess) to H.R. 2028: Amendment sought to prohibit the use of funds to implement or enforce the standards ...,1/2,189,10,232,On the Amendment,2015,0.102138,amendment,https://www.govtrack.us/congress/votes/114-2015/h207
207,116482,H.R. 2028,2015-05-01T09:57:00,Agreed to,"H.Amdt. 199 (Rothfus) to H.R. 2028: Amendment to prohibit use of funds to apply the report entitled ""Life Cycle Greenhouse ...",1/2,172,27,232,On the Amendment,2015,0.148515,amendment,https://www.govtrack.us/congress/votes/114-2015/h208
208,116480,H.R. 2028,2015-05-01T10:02:00,Agreed to,H.Amdt. 203 (Gosar) to H.R. 2028: To prohibit use of funds for the Department of Energy's Climate Model Development and ...,1/2,184,23,224,On the Amendment,2015,0.0980392,amendment,https://www.govtrack.us/congress/votes/114-2015/h209
209,116481,H.R. 2028,2015-05-01T10:06:00,Failed,H.Amdt. 206 (Blackburn) to H.R. 2028: To reduce funding in the bill by 1 percent across-the-board.,1/2,248,24,159,On the Amendment,2015,0.218673,amendment,https://www.govtrack.us/congress/votes/114-2015/h210
210,116483,H.R. 2028,2015-05-01T10:10:00,Agreed to,H.Amdt. 208 (McClintock) to H.R. 2028: An amendment to prohibit use of funds for the purchase of water to supplement ...,1/2,183,20,228,On the Amendment,2015,0.109489,amendment,https://www.govtrack.us/congress/votes/114-2015/h211
211,116484,H.R. 2028,2015-05-01T10:15:00,Agreed to,H.Amdt. 209 (LaMalfa) to H.R. 2028: Amendment requires the Army Corps of Engineers to apply the provisions of the Clean ...,1/2,174,18,239,On the Amendment,2015,0.157385,amendment,https://www.govtrack.us/congress/votes/114-2015/h212
212,116479,H.R. 2028,2015-05-01T10:18:00,Agreed to,H.Amdt. 210 (LaMalfa) to H.R. 2028: An amendment to prohibit use of funds to deliver water to the Trinity River ...,1/2,183,20,228,On the Amendment,2015,0.109489,amendment,https://www.govtrack.us/congress/votes/114-2015/h213
213,116486,H.R. 2028,2015-05-01T10:39:00,Failed,"On Motion to Recommit with Instructions: H.R. 2028: Energy and Water Development and Related Agencies Appropriations Act, 2016",1/2,235,16,180,On the Motion to Recommit,2015,0.13253,procedural,https://www.govtrack.us/congress/votes/114-2015/h214
214,116485,H.R. 2028,2015-05-01T10:44:00,Passed,"H.R. 2028: Energy and Water Development and Related Agencies Appropriations Act, 2016",1/2,177,14,240,On Passage of the Bill,2015,0.151079,passage,https://www.govtrack.us/congress/votes/114-2015/h215
215,116495,H.R. 606,2015-05-12T18:57:00,Passed,H.R. 606: Don’t Tax Our Fallen Public Safety Heroes Act,2/3,0,18,413,On Motion to Suspend the Rules and Pass,2015,1.0,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h216
216,116498,H.R. 1732,2015-05-12T19:10:00,Failed,H.Amdt. 212 (Edwards) to H.R. 1732: Amendment sought to prohibit the Secretary and the Administrator from issuing any final rule ...,1/2,248,17,167,On the Amendment,2015,0.195181,amendment,https://www.govtrack.us/congress/votes/114-2015/h217
217,116497,H.R. 1732,2015-05-12T19:26:00,Failed,On Motion to Recommit with Instructions: H.R. 1732: Regulatory Integrity Protection Act of 2015,1/2,241,16,175,On the Motion to Recommit,2015,0.158654,procedural,https://www.govtrack.us/congress/votes/114-2015/h218
218,116496,H.R. 1732,2015-05-12T19:32:00,Passed,H.R. 1732: Regulatory Integrity Protection Act of 2015,1/2,155,16,261,On Passage of the Bill,2015,0.254808,passage,https://www.govtrack.us/congress/votes/114-2015/h219
219,116499,H.R. 2146,2015-05-12T19:41:00,Passed,H.R. 2146: Defending Public Safety Employees’ Retirement Act,2/3,5,20,407,"On Motion to Suspend the Rules and Pass, as Amended",2015,0.975728,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h220
220,116500,H.Res. 255,2015-05-13T14:16:00,Passed,H.Res. 255: Providing for consideration of the bill (H.R. 1735) to authorize appropriations for fiscal year 2016 for military activities ...,1/2,186,6,240,On the Resolution,2015,0.126761,passage,https://www.govtrack.us/congress/votes/114-2015/h221
221,116502,H.R. 36,2015-05-13T17:21:00,Failed,On Motion to Recommit with Instructions: H.R. 36: Pain-Capable Unborn Child Protection Act,1/2,246,5,181,On the Motion to Recommit,2015,0.152225,procedural,https://www.govtrack.us/congress/votes/114-2015/h222
222,116504,H.R. 36,2015-05-13T17:32:00,Passed,H.R. 36: Pain-Capable Unborn Child Protection Act,1/2,184,6,242,On Passage of the Bill,2015,0.13615,passage,https://www.govtrack.us/congress/votes/114-2015/h223
223,116503,H.R. 2048,2015-05-13T17:46:00,Passed,H.R. 2048: Uniting and Strengthening America by Fulfilling Rights and Ensuring Effective Discipline Over Monitoring Act of 2015,1/2,88,6,338,On Passage of the Bill,2015,0.586854,passage,https://www.govtrack.us/congress/votes/114-2015/h224
224,116508,H.Res. 260,2015-05-14T16:00:00,Passed,H.Res. 260: Providing for further consideration of the bill (H.R. 1735) to authorize appropriations for fiscal year 2016 for military ...,1/2,181,8,243,On the Resolution,2015,0.146226,passage,https://www.govtrack.us/congress/votes/114-2015/h225
225,116509,H.R. 1191,2015-05-14T16:11:00,Passed,H.R. 1191: Iran Nuclear Agreement Review Act of 2015,2/3,25,7,400,On Motion to Suspend the Rules and Concur in the Senate Amendments,2015,0.882353,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h226
226,116510,H.R. 2297,2015-05-14T16:17:00,Passed,H.R. 2297: Hezbollah International Financing Prevention Act of 2015,2/3,0,9,423,On Motion to Suspend the Rules and Pass,2015,1.0,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h227
227,116514,H.R. 1735,2015-05-14T18:59:00,Failed,H.Amdt. 217 (Polis) to H.R. 1735: Amendment sought to reduce from 11 to 10 the statutory requirement for the number ...,1/2,363,9,60,On the Amendment,2015,0.716312,amendment,https://www.govtrack.us/congress/votes/114-2015/h228
228,116512,H.R. 1735,2015-05-14T19:03:00,Agreed to,"H.Amdt. 219 (Brooks) to H.R. 1735: Strike section 538 (page 179, beginning line 6), relating to a sense of the ...",1/2,202,9,221,On the Amendment,2015,0.0449173,amendment,https://www.govtrack.us/congress/votes/114-2015/h229
229,116511,H.R. 1735,2015-05-14T19:07:00,Agreed to,H.Amdt. 220 (Walorski) to H.R. 1735: Amendment extends and strengthens provisions related to detainees at Guantanamo Bay.,1/2,180,9,243,On the Amendment,2015,0.148936,amendment,https://www.govtrack.us/congress/votes/114-2015/h230
230,116515,H.R. 1735,2015-05-14T19:12:00,Failed,H.Amdt. 221 (Smith) to H.R. 1735: Amendment sought to provide a framework for closure of the detention facility at Guantanamo ...,1/2,249,9,174,On the Amendment,2015,0.177305,amendment,https://www.govtrack.us/congress/votes/114-2015/h231
231,116513,H.R. 1735,2015-05-14T19:17:00,Agreed to,H.Amdt. 222 (McCaul) to H.R. 1735: Amendment provides for inclusion of border security activities to the list of preferred applications ...,1/2,166,13,253,On the Amendment,2015,0.207637,amendment,https://www.govtrack.us/congress/votes/114-2015/h232
232,116519,H.R. 1735,2015-05-15T10:19:00,Agreed to,H.Amdt. 225 (Rohrabacher) to H.R. 1735: Amendment acknowledges Dr. Afridi's instrumental role in identifying the hiding place of Osama bin ...,1/2,1,18,413,On the Amendment,2015,0.995169,amendment,https://www.govtrack.us/congress/votes/114-2015/h233
233,116522,H.R. 1735,2015-05-15T10:23:00,Agreed to,H.Amdt. 226 (Lamborn) to H.R. 1735: Amendment limits funding for implementing the New START treaty.,1/2,182,15,235,On the Amendment,2015,0.127098,amendment,https://www.govtrack.us/congress/votes/114-2015/h234
234,116516,H.R. 1735,2015-05-15T10:27:00,Failed,H.Amdt. 227 (Blumenauer) to H.R. 1735: Amendment sought to require that funding for the Navy's new Ohio-class replacement submarines must ...,1/2,375,14,43,On the Amendment,2015,0.794258,amendment,https://www.govtrack.us/congress/votes/114-2015/h235
235,116520,H.R. 1735,2015-05-15T10:30:00,Agreed to,H.Amdt. 230 (Lucas) to H.R. 1735: Amendment reverses and prohibits the further listing of the Lesser Prairie Chicken as a ...,1/2,190,13,229,On the Amendment,2015,0.0930788,amendment,https://www.govtrack.us/congress/votes/114-2015/h236
236,116517,H.R. 1735,2015-05-15T10:34:00,Failed,H.Amdt. 231 (Nadler) to H.R. 1735: Amendment sought to strike sec. 3121 which places limits on funding for dismantlement of ...,1/2,242,12,178,On the Amendment,2015,0.152381,amendment,https://www.govtrack.us/congress/votes/114-2015/h237
237,116521,H.R. 1735,2015-05-15T10:54:00,Failed,On Motion to Recommit with Instructions: H.R. 1735: National Defense Authorization Act for Fiscal Year 2016,1/2,234,14,184,On the Motion to Recommit,2015,0.119617,procedural,https://www.govtrack.us/congress/votes/114-2015/h238
238,116518,H.R. 1735,2015-05-15T11:01:00,Passed,H.R. 1735: National Defense Authorization Act for Fiscal Year 2016,1/2,151,12,269,On Passage of the Bill,2015,0.280952,passage,https://www.govtrack.us/congress/votes/114-2015/h239
239,116524,H.R. 91,2015-05-18T18:57:00,Passed,H.R. 91: Veterans Identification Card Act 2015,2/3,0,30,402,"On Motion to Suspend the Rules and Pass, as Amended",2015,1.0,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h240
240,116527,H.R. 1313,2015-05-18T19:07:00,Passed,H.R. 1313: Service Disabled Veteran Owned Small Business Relief Act,2/3,0,29,403,On Motion to Suspend the Rules and Pass,2015,1.0,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h241
241,116525,H.R. 1382,2015-05-18T19:14:00,Passed,H.R. 1382: Boosting Rates of American Veteran Employment Act,2/3,0,28,404,"On Motion to Suspend the Rules and Pass, as Amended",2015,1.0,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h242
242,116528,H.Res. 271,2015-05-19T13:59:00,Passed,H.Res. 271: Providing for consideration of the bill (H.R. 1806) to provide for technological innovation through the prioritization of Federal ...,1/2,179,11,242,On the Resolution,2015,0.149644,passage,https://www.govtrack.us/congress/votes/114-2015/h243
243,116529,S. 178,2015-05-19T14:07:00,Passed,S. 178: Justice for Victims of Trafficking Act of 2015,2/3,3,9,420,On Motion to Suspend the Rules and Pass,2015,0.985816,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h244
244,116532,H.R. 2250,2015-05-19T17:00:00,Agreed to,H.Amdt. 239 (Ratcliffe) to H.R. 2250: Amendment zeroes out $5.7 million in funding for the Open World Leadership Center and ...,1/2,199,9,224,On the Amendment,2015,0.0591017,amendment,https://www.govtrack.us/congress/votes/114-2015/h245
245,116530,H.R. 2250,2015-05-19T17:07:00,Failed,H.Amdt. 241 (Blackburn) to H.R. 2250: Amendment sought to provide for a one percent across-the- board cut excepting funding for ...,1/2,250,10,172,On the Amendment,2015,0.184834,amendment,https://www.govtrack.us/congress/votes/114-2015/h246
246,116531,H.R. 2250,2015-05-19T17:16:00,Passed,"H.R. 2250: Legislative Branch Appropriations Act, 2016",1/2,67,8,357,On Passage of the Bill,2015,0.683962,passage,https://www.govtrack.us/congress/votes/114-2015/h247
247,116533,H.R. 2353,2015-05-19T17:23:00,Failed,On Motion to Recommit with Instructions: H.R. 2353: Highway and Transportation Funding Act of 2015,1/2,241,9,182,On the Motion to Recommit,2015,0.13948,procedural,https://www.govtrack.us/congress/votes/114-2015/h248
248,116534,H.R. 2353,2015-05-19T17:31:00,Passed,H.R. 2353: Highway and Transportation Funding Act of 2015,1/2,35,10,387,On Passage of the Bill,2015,0.834123,passage,https://www.govtrack.us/congress/votes/114-2015/h249
249,116536,H.Res. 273,2015-05-20T13:49:00,Passed,On Ordering the Previous Question: H.Res. 273: Providing for consideration of the bill (H.R. 2262) to facilitate a pro-growth environment ...,1/2,183,8,241,On Ordering the Previous Question,2015,0.136792,procedural,https://www.govtrack.us/congress/votes/114-2015/h250
250,116535,H.Res. 273,2015-05-20T14:02:00,Passed,H.Res. 273: Providing for consideration of the bill (H.R. 2262) to facilitate a pro-growth environment for the developing commercial space ...,1/2,185,7,240,On the Resolution,2015,0.129412,passage,https://www.govtrack.us/congress/votes/114-2015/h251
251,116539,H.R. 1806,2015-05-20T18:27:00,Failed,H.Amdt. 244 (Johnson) to H.R. 1806: Amendment sought to strike section 106 of the bill which provides for greater accountability ...,1/2,243,12,177,On the Amendment,2015,0.157143,amendment,https://www.govtrack.us/congress/votes/114-2015/h252
252,116541,H.R. 1806,2015-05-20T18:31:00,Agreed to,H.Amdt. 248 (Griffith) to H.R. 1806: Amendment provides for the Speaker of the House and Senate Majority Leader to appoint ...,1/2,183,15,234,On the Amendment,2015,0.122302,amendment,https://www.govtrack.us/congress/votes/114-2015/h253
253,116543,H.R. 1806,2015-05-20T18:35:00,Failed,H.Amdt. 250 (Lowenthal) to H.R. 1806: Amendment sought to eliminate additional DOE reporting requirements and restrictions on sound scientific processes ...,1/2,236,9,187,On the Amendment,2015,0.115839,amendment,https://www.govtrack.us/congress/votes/114-2015/h254
254,116538,H.R. 1806,2015-05-20T18:40:00,Failed,H.Amdt. 252 (Bonamici) to H.R. 1806: Amendment sought to allow the Department of Energy to continue partnering with the Department ...,1/2,215,9,208,On the Amendment,2015,0.0165485,amendment,https://www.govtrack.us/congress/votes/114-2015/h255
255,116540,H.R. 1806,2015-05-20T18:44:00,Failed,H.Amdt. 253 (Beyer) to H.R. 1806: Amendment sought to restore the ARPA-E goal of developing energy technologies that result in ...,1/2,232,10,190,On the Amendment,2015,0.0995261,amendment,https://www.govtrack.us/congress/votes/114-2015/h256
256,116545,H.R. 1806,2015-05-20T18:48:00,Failed,H.Amdt. 254 (Johnson) to H.R. 1806: Amendment in the nature of a substitute sought to insert a complete new text ...,1/2,239,14,179,On the Amendment,2015,0.143541,amendment,https://www.govtrack.us/congress/votes/114-2015/h257
257,116544,H.R. 1806,2015-05-20T18:58:00,Passed,H.R. 1806: America COMPETES Reauthorization Act of 2015,1/2,205,10,217,On Passage of the Bill,2015,0.028436,passage,https://www.govtrack.us/congress/votes/114-2015/h258
258,116542,H.R. 880,2015-05-20T19:09:00,Failed,On Motion to Recommit with Instructions: H.R. 880: American Research and Competitiveness Act of 2015,1/2,240,11,181,On the Motion to Recommit,2015,0.140143,procedural,https://www.govtrack.us/congress/votes/114-2015/h259
259,116537,H.R. 880,2015-05-20T19:16:00,Passed,H.R. 880: American Research and Competitiveness Act of 2015,1/2,145,13,274,On Passage of the Bill,2015,0.307876,passage,https://www.govtrack.us/congress/votes/114-2015/h260
260,116548,H.R. 2262,2015-05-21T12:33:00,Failed,H.Amdt. 261 (Edwards) to H.R. 2262: Amendment in the nature of a substitute sought to insert a complete new text ...,1/2,236,23,173,On the Amendment,2015,0.154034,amendment,https://www.govtrack.us/congress/votes/114-2015/h261
261,116547,H.R. 2262,2015-05-21T12:43:00,Passed,H.R. 2262: SPACE Act of 2015,1/2,133,15,284,On Passage of the Bill,2015,0.36211,passage,https://www.govtrack.us/congress/votes/114-2015/h262
262,116549,H.Res. 274,2015-05-21T12:52:00,Passed,H.Res. 274: Providing for consideration of the bill (H.R. 1335) to amend the Magnuson-Stevens Fishery Conservation and Management Act to ...,1/2,174,21,237,On the Resolution,2015,0.153285,passage,https://www.govtrack.us/congress/votes/114-2015/h263
263,116563,H.R. 1335,2015-06-01T19:02:00,Failed,H.Amdt. 262 (Dingell) to H.R. 1335: Amendment sought to eliminate the requirement in the bill to fast-track analyses under the ...,1/2,223,54,155,On the Amendment,2015,0.179894,amendment,https://www.govtrack.us/congress/votes/114-2015/h264
264,116564,H.R. 1335,2015-06-01T19:12:00,Failed,"H.Amdt. 264 (Lowenthal) to H.R. 1335: Amendment sought to allow the National Ocean Council, operating under Executive Order 13547, to ...",1/2,227,56,149,On the Amendment,2015,0.207447,amendment,https://www.govtrack.us/congress/votes/114-2015/h265
265,116565,H.R. 1335,2015-06-01T19:31:00,Failed,On Motion to Recommit with Instructions: H.R. 1335: Strengthening Fishing Communities and Increasing Flexibility in Fisheries Management Act,1/2,223,54,155,On the Motion to Recommit,2015,0.179894,procedural,https://www.govtrack.us/congress/votes/114-2015/h266
266,116566,H.R. 1335,2015-06-01T19:41:00,Passed,H.R. 1335: Strengthening Fishing Communities and Increasing Flexibility in Fisheries Management Act,1/2,152,55,225,On Passage of the Bill,2015,0.193634,passage,https://www.govtrack.us/congress/votes/114-2015/h267
267,116568,H.Res. 287,2015-06-02T13:53:00,Passed,"H.Res. 287: Providing for consideration of the bill (H.R. 2577) making appropriations for the Departments of Transportation, and Housing and ...",1/2,180,10,242,On the Resolution,2015,0.146919,passage,https://www.govtrack.us/congress/votes/114-2015/h268
268,116569,,2015-06-02T14:01:00,Passed,On Approving the Journal,1/2,170,22,240,On Approving the Journal,2015,0.170732,procedural,https://www.govtrack.us/congress/votes/114-2015/h269
269,116575,H.R. 2578,2015-06-02T18:38:00,Failed,"H.Amdt. 273 (McClintock) to H.R. 2578: Amendment sought to reduce funding for the ITC by $311,788,000 and apply the savings ...",1/2,263,15,154,On the Amendment,2015,0.261391,amendment,https://www.govtrack.us/congress/votes/114-2015/h270
270,116577,H.R. 2578,2015-06-02T18:46:00,Failed,H.Amdt. 277 (Esty) to H.R. 2578: Amendment sought to increase funding for industrial technologies by $11 million and reduce funding ...,1/2,214,5,213,On the Amendment,2015,0.00234192,amendment,https://www.govtrack.us/congress/votes/114-2015/h271
271,116574,H.R. 2578,2015-06-02T18:52:00,Agreed to,H.Amdt. 289 (Lujan Grisham) to H.R. 2578: Amendment increases funding for the Mentally Ill Offender Treatment and Crime Reduction Act ...,1/2,10,5,417,On the Amendment,2015,0.953162,amendment,https://www.govtrack.us/congress/votes/114-2015/h272
272,116576,H.R. 2578,2015-06-02T18:56:00,Agreed to,"H.Amdt. 293 (Gosar) to H.R. 2578: Amendment reduces funding for salaries, expenses, and general legal activities of the DOJ by ...",1/2,198,6,228,On the Amendment,2015,0.0704225,amendment,https://www.govtrack.us/congress/votes/114-2015/h273
273,116585,H.Res. 288,2015-06-03T13:40:00,Passed,"H.Res. 288: Providing for consideration of the bill (H.R. 2289) to reauthorize the Commodity Futures Trading Commission, to better protect ...",1/2,182,7,243,On the Resolution,2015,0.143529,passage,https://www.govtrack.us/congress/votes/114-2015/h274
274,116582,H.R. 2578,2015-06-03T13:47:00,Failed,H.Amdt. 294 (Pittenger) to H.R. 2578: Amendment sought to increase funding for the FBI by $25 million and reduce funding ...,1/2,263,6,163,On the Amendment,2015,0.234742,amendment,https://www.govtrack.us/congress/votes/114-2015/h275
275,116590,H.R. 2578,2015-06-03T13:51:00,Failed,H.Amdt. 305 (Nadler) to H.R. 2578: Amendment sought to strike section 527 from the bill which prohibits use of funds ...,1/2,256,6,170,On the Amendment,2015,0.201878,amendment,https://www.govtrack.us/congress/votes/114-2015/h276
276,116588,H.R. 2578,2015-06-03T13:55:00,Failed,H.Amdt. 308 (Farr) to H.R. 2578: Amendment sought to strike section 540 from the bill which prohibits use of funds ...,1/2,273,6,153,On the Amendment,2015,0.28169,amendment,https://www.govtrack.us/congress/votes/114-2015/h277
277,116587,H.R. 2578,2015-06-03T13:58:00,Failed,H.Amdt. 313 (Blackburn) to H.R. 2578: Amendment sought to reduce funds in the bill by 1 percent across-the-board excepting the ...,1/2,257,7,168,On the Amendment,2015,0.209412,amendment,https://www.govtrack.us/congress/votes/114-2015/h278
