,Member,Bill,Link,Vote,Question
1132,412189,116246, https://www.govtrack.us/congress/votes/114-2015/h87 ,No,H.Res. 121: Providing for consideration of the bill (H.R. 529) to amend the Internal Revenue Code of 1986 to improve ...
1133,412189,116248, https://www.govtrack.us/congress/votes/114-2015/h88 ,Yea,H.R. 1020: STEM Education Act of 2015
1134,412189,116250, https://www.govtrack.us/congress/votes/114-2015/h90 ,Yea,H.R. 529: To amend the Internal Revenue Code of 1986 to improve 529 plans.
1135,412189,116253, https://www.govtrack.us/congress/votes/114-2015/h93 ,No,"H.Res. 125: Providing for further consideration of the bill (H.R. 5) to support State and local accountability for public education, ..."
1136,412189,116817, https://www.govtrack.us/congress/votes/114-2015/h464 ,No,H.Res. 370: Providing for consideration of the bill (H.R. 3009) to amend section 241(i) of the Immigration and Nationality Act ...
1137,412189,117213, https://www.govtrack.us/congress/votes/114-2015/h467 ,Yea,S. 1482: Need-Based Educational Aid Act of 2015
1138,412189,117215, https://www.govtrack.us/congress/votes/114-2015/h468 ,Yea,H.R. 1656: Secret Service Improvements Act of 2015
1139,412189,117214, https://www.govtrack.us/congress/votes/114-2015/h469 ,Yea,H.R. 2770: Keeping our Travelers Safe and Secure Act
1140,412189,117219, https://www.govtrack.us/congress/votes/114-2015/h471 ,No,"H.Res. 380: Providing for consideration of the bill (H.R. 427) to amend chapter 8 of title 5, United States Code, ..."
1141,412189,117220, https://www.govtrack.us/congress/votes/114-2015/h472 ,Yea,H.R. 675: Veterans Compensation Cost-of-Living Adjustment Act of 2015
1142,412189,117886, https://www.govtrack.us/congress/votes/114-2015/h568 ,No,H.R. 3762: Restoring Americans Healthcare Freedom Reconciliation Act of 2015
1143,412651,116244, https://www.govtrack.us/congress/votes/114-2015/h84 ,Yea,H.R. 212: Drinking Water Protection Act
1144,412651,116282, https://www.govtrack.us/congress/votes/114-2015/h112 ,Yea,H.R. 749: Passenger Rail Reform and Investment Act of 2015
1145,412651,116504, https://www.govtrack.us/congress/votes/114-2015/h223 ,Yea,H.R. 36: Pain-Capable Unborn Child Protection Act
1146,412651,116616, https://www.govtrack.us/congress/votes/114-2015/h309 ,Yea,H.R. 2289: Commodity End-User Relief Act
1147,412651,116652, https://www.govtrack.us/congress/votes/114-2015/h333 ,Yea,H.R. 2393: Country of Origin Labeling Amendments Act of 2015
1148,412651,116675, https://www.govtrack.us/congress/votes/114-2015/h364 ,Yea,H.Res. 233: Expressing the sense of the House of Representatives that Iran should immediately release the three United States citizens ...
1149,412651,116772, https://www.govtrack.us/congress/votes/114-2015/h435 ,Yea,H.R. 251: Homes for Heroes Act of 2015
1150,412651,116787, https://www.govtrack.us/congress/votes/114-2015/h447 ,Yea,H.R. 2898: Western Water and American Food Security Act of 2015
1151,412651,116801, https://www.govtrack.us/congress/votes/114-2015/h449 ,Yea,H.R. 2256: Veterans Information Modernization Act
1152,412651,117246, https://www.govtrack.us/congress/votes/114-2015/h491 ,Yea,H.Res. 412: Providing for consideration of the resolution (H. Res. 411) finding that the President has not complied with section ...
1153,412651,117265, https://www.govtrack.us/congress/votes/114-2015/h505 ,Yea,H.R. 3134: Defund Planned Parenthood Act of 2015
1154,412651,117282, https://www.govtrack.us/congress/votes/114-2015/h519 ,Yea,H.R. 2835: Border Jobs for Veterans Act of 2015
1155,412651,117297, https://www.govtrack.us/congress/votes/114-2015/h533 ,Yea,H.R. 3457: Justice for Victims of Iranian Terrorism Act
1156,412651,117902, https://www.govtrack.us/congress/votes/114-2015/h575 ,Yea,H.R. 1090: Retail Investor Protection Act
1157,412558,116226, https://www.govtrack.us/congress/votes/114-2015/h70 ,Yea,H.R. 720: Gerardo Hernandez Airport Security Act of 2015
1158,412558,116236, https://www.govtrack.us/congress/votes/114-2015/h78 ,No,H.Res. 101: Providing for consideration of the bill (H.R. 644) to amend the Internal Revenue Code of 1986 to permanently ...
1159,412558,116452, https://www.govtrack.us/congress/votes/114-2015/h181 ,No,H.Res. 231: Providing for consideration of the bill (H.R. 1732) to preserve existing rights and responsibilities with respect to waters ...
1160,412558,116566, https://www.govtrack.us/congress/votes/114-2015/h267 ,No,H.R. 1335: Strengthening Fishing Communities and Increasing Flexibility in Fisheries Management Act
1161,412558,116568, https://www.govtrack.us/congress/votes/114-2015/h268 ,No,"H.Res. 287: Providing for consideration of the bill (H.R. 2577) making appropriations for the Departments of Transportation, and Housing and ..."
1162,412558,116616, https://www.govtrack.us/congress/votes/114-2015/h309 ,No,H.R. 2289: Commodity End-User Relief Act
1163,412558,116814, https://www.govtrack.us/congress/votes/114-2015/h463 ,Yea,On agreeing to the Polis of Colorado Amendment to the title: H.R. 1599: Safe and Accurate Food Labeling Act of 2015
1164,412558,116817, https://www.govtrack.us/congress/votes/114-2015/h464 ,No,H.Res. 370: Providing for consideration of the bill (H.R. 3009) to amend section 241(i) of the Immigration and Nationality Act ...
1165,412558,116819, https://www.govtrack.us/congress/votes/114-2015/h466 ,No,H.R. 3009: Enforce the Law for Sanctuary Cities Act
1166,412558,117213, https://www.govtrack.us/congress/votes/114-2015/h467 ,Yea,S. 1482: Need-Based Educational Aid Act of 2015
1167,412558,117215, https://www.govtrack.us/congress/votes/114-2015/h468 ,Yea,H.R. 1656: Secret Service Improvements Act of 2015
1168,412558,117214, https://www.govtrack.us/congress/votes/114-2015/h469 ,Yea,H.R. 2770: Keeping our Travelers Safe and Secure Act
1169,412558,117219, https://www.govtrack.us/congress/votes/114-2015/h471 ,No,"H.Res. 380: Providing for consideration of the bill (H.R. 427) to amend chapter 8 of title 5, United States Code, ..."
1170,412558,117220, https://www.govtrack.us/congress/votes/114-2015/h472 ,Yea,H.R. 675: Veterans Compensation Cost-of-Living Adjustment Act of 2015
1171,412558,117222, https://www.govtrack.us/congress/votes/114-2015/h482 ,No,H.R. 427: Regulations from the Executive in Need of Scrutiny Act of 2015
1172,412558,117235, https://www.govtrack.us/congress/votes/114-2015/h484 ,No,"H.Res. 388: Providing for consideration of the bill (H.R. 1994) to amend title 38, United States Code, to provide for ..."
1173,412558,117236, https://www.govtrack.us/congress/votes/114-2015/h485 ,Yea,H.R. 1300: First Responder Anthrax Preparedness Act
1174,412558,117237, https://www.govtrack.us/congress/votes/114-2015/h486 ,Yea,H.R. 3236: Surface Transportation and Veterans Health Care Choice Improvement Act of 2015
1175,412558,117238, https://www.govtrack.us/congress/votes/114-2015/h489 ,No,H.R. 1994: VA Accountability Act of 2015
1176,400018,116130, https://www.govtrack.us/congress/votes/114-2015/h28 ,Yea,H.R. 185: Regulatory Accountability Act of 2015
1177,400018,116203, https://www.govtrack.us/congress/votes/114-2015/h51 ,Yea,H.R. 361: Medical Preparedness Allowable Use Act
1178,400018,116205, https://www.govtrack.us/congress/votes/114-2015/h52 ,Yea,H.R. 615: Department of Homeland Security Interoperable Communications
1179,400018,116204, https://www.govtrack.us/congress/votes/114-2015/h53 ,Yea,H.R. 623: Social Media Working Group Act of 2015
1180,400018,116282, https://www.govtrack.us/congress/votes/114-2015/h112 ,Yea,H.R. 749: Passenger Rail Reform and Investment Act of 2015
1181,400018,116420, https://www.govtrack.us/congress/votes/114-2015/h162 ,Yea,H.Con.Res. 25: Authorizing the use of the Capitol Grounds for the National Peace Officers Memorial Service and the National Honor ...
1182,400018,116675, https://www.govtrack.us/congress/votes/114-2015/h364 ,Yea,H.Res. 233: Expressing the sense of the House of Representatives that Iran should immediately release the three United States citizens ...
1183,400018,116674, https://www.govtrack.us/congress/votes/114-2015/h365 ,Yea,H.R. 2559: To designate the PFC Milton A. Lee Medal of Honor Memorial Highway in the State of Texas.
1184,400018,116677, https://www.govtrack.us/congress/votes/114-2015/h366 ,Yea,H.Res. 315: Providing for consideration of the bill (H.R. 2596) to authorize appropriations for fiscal year 2016 for intelligence and ...
1185,400018,117268, https://www.govtrack.us/congress/votes/114-2015/h507 ,Yea,"H.R. 322: To designate the facility of the United States Postal Service located at 16105 Swingley Ridge Road in Chesterfield, ..."
1186,400018,117277, https://www.govtrack.us/congress/votes/114-2015/h518 ,Yea,H.R. 348: RAPID Act
1187,400154,116232, https://www.govtrack.us/congress/votes/114-2015/h76 ,Yea,"H.R. 431: To award a Congressional Gold Medal to the Foot Soldiers who participated in Bloody Sunday, Turnaround Tuesday, or ..."
1188,400157,116289, https://www.govtrack.us/congress/votes/114-2015/h113 ,Yea,H.R. 647: Access to Life-Saving Trauma Care for All Americans Act
1189,400157,116287, https://www.govtrack.us/congress/votes/114-2015/h114 ,Yea,H.R. 648: Trauma Systems and Regionalization of Emergency Care Reauthorization Act
1190,400157,116288, https://www.govtrack.us/congress/votes/114-2015/h115 ,Yea,H.R. 876: NOTICE Act
1191,400157,116306, https://www.govtrack.us/congress/votes/114-2015/h128 ,Yea,"S.J.Res. 8: A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the ..."
1192,400157,116311, https://www.govtrack.us/congress/votes/114-2015/h130 ,Yea,H.R. 360: Native American Housing Assistance and Self-Determination Reauthorization Act of 2015
1193,400157,116310, https://www.govtrack.us/congress/votes/114-2015/h131 ,Yea,H.Res. 162: Calling on the President to provide Ukraine with military assistance to defend its sovereignty and territorial integrity.
1194,400157,116566, https://www.govtrack.us/congress/votes/114-2015/h267 ,Yea,H.R. 1335: Strengthening Fishing Communities and Increasing Flexibility in Fisheries Management Act
1195,400157,117303, https://www.govtrack.us/congress/votes/114-2015/h537 ,Yea,H.Res. 462: Providing for consideration of the bill (H.R. 3192) to provide for a temporary safe harbor from the enforcement ...
1196,400157,117308, https://www.govtrack.us/congress/votes/114-2015/h538 ,Yea,H.Res. 461: Establishing a Select Investigative Panel of the Committee on Energy and Commerce.
1197,400157,117309, https://www.govtrack.us/congress/votes/114-2015/h540 ,Yea,H.R. 3192: Homebuyers Assistance Act
1198,400158,116262, https://www.govtrack.us/congress/votes/114-2015/h101 ,Yea,"H.Res. 129: Providing for consideration of the joint resolution (H.J. Res. 35) making further continuing appropriations for fiscal year 2015, ..."
1199,400158,116289, https://www.govtrack.us/congress/votes/114-2015/h113 ,Yea,H.R. 647: Access to Life-Saving Trauma Care for All Americans Act
1200,400158,116287, https://www.govtrack.us/congress/votes/114-2015/h114 ,Yea,H.R. 648: Trauma Systems and Regionalization of Emergency Care Reauthorization Act
1201,400158,116288, https://www.govtrack.us/congress/votes/114-2015/h115 ,Yea,H.R. 876: NOTICE Act
1202,400158,116293, https://www.govtrack.us/congress/votes/114-2015/h117 ,Yea,"H.Res. 138: Providing for consideration of the bill (H.R. 1029) to amend the Environmental Research, Development, and Demonstration Authorization Act ..."
1203,400158,116295, https://www.govtrack.us/congress/votes/114-2015/h121 ,Yea,H.R. 1029: EPA Science Advisory Board Reform Act of 2015
1204,400158,116301, https://www.govtrack.us/congress/votes/114-2015/h125 ,Yea,H.R. 1030: Secret Science Reform Act of 2015
1205,400158,116303, https://www.govtrack.us/congress/votes/114-2015/h127 ,Yea,H.Res. 152: Providing for consideration of the resolution (H. Res. 132) providing for the expenses of certain committees of the ...
1206,400158,116306, https://www.govtrack.us/congress/votes/114-2015/h128 ,Yea,"S.J.Res. 8: A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the ..."
1207,400158,116311, https://www.govtrack.us/congress/votes/114-2015/h130 ,Yea,H.R. 360: Native American Housing Assistance and Self-Determination Reauthorization Act of 2015
1208,400158,116310, https://www.govtrack.us/congress/votes/114-2015/h131 ,Yea,H.Res. 162: Calling on the President to provide Ukraine with military assistance to defend its sovereignty and territorial integrity.
1209,400158,116317, https://www.govtrack.us/congress/votes/114-2015/h133 ,Yea,H.Res. 163: Providing for consideration of the concurrent resolution (H. Con. Res. 27) establishing the budget for the United States ...
1210,400158,116315, https://www.govtrack.us/congress/votes/114-2015/h134 ,Yea,H.R. 216: Department of Veterans Affairs Budget Planning Reform Act of 2015
1211,400158,116420, https://www.govtrack.us/congress/votes/114-2015/h162 ,Yea,H.Con.Res. 25: Authorizing the use of the Capitol Grounds for the National Peace Officers Memorial Service and the National Honor ...
1212,400158,116425, https://www.govtrack.us/congress/votes/114-2015/h164 ,Yea,H.Res. 212: Providing for consideration of the bill (H.R. 1560) to improve cybersecurity in the United States through enhanced sharing ...
1213,400158,116428, https://www.govtrack.us/congress/votes/114-2015/h167 ,Yea,H.R. 1195: Bureau of Consumer Financial Protection Advisory Boards Act
1214,400158,116435, https://www.govtrack.us/congress/votes/114-2015/h170 ,Yea,H.R. 1560: Protecting Cyber Networks Act
1215,400158,116438, https://www.govtrack.us/congress/votes/114-2015/h173 ,Yea,H.R. 1731: National Cybersecurity Protection Advancement Act of 2015
1216,400158,116500, https://www.govtrack.us/congress/votes/114-2015/h221 ,Yea,H.Res. 255: Providing for consideration of the bill (H.R. 1735) to authorize appropriations for fiscal year 2016 for military activities ...
1217,400158,116755, https://www.govtrack.us/congress/votes/114-2015/h426 ,Yea,On Motion to Refer: H.Res. 355: Raising a question of the privileges of the House.
1218,400158,116763, https://www.govtrack.us/congress/votes/114-2015/h433 ,Yea,H.R. 6: 21st Century Cures Act
1219,400158,116800, https://www.govtrack.us/congress/votes/114-2015/h448 ,Yea,H.R. 1557: Federal Employee Antidiscrimination Act of 2015
1220,400158,116801, https://www.govtrack.us/congress/votes/114-2015/h449 ,Yea,H.R. 2256: Veterans Information Modernization Act
1221,400158,116803, https://www.govtrack.us/congress/votes/114-2015/h451 ,Yea,"H.Res. 369: Providing for consideration of the bill (H.R. 1599) to amend the Federal Food, Drug, and Cosmetic Act with ..."
1222,400158,116805, https://www.govtrack.us/congress/votes/114-2015/h458 ,Yea,H.R. 1734: Improving Coal Combustion Residuals Regulation Act of 2015
1223,412453,116203, https://www.govtrack.us/congress/votes/114-2015/h51 ,Yea,H.R. 361: Medical Preparedness Allowable Use Act
1224,412453,116205, https://www.govtrack.us/congress/votes/114-2015/h52 ,Yea,H.R. 615: Department of Homeland Security Interoperable Communications
1225,412453,116204, https://www.govtrack.us/congress/votes/114-2015/h53 ,Yea,H.R. 623: Social Media Working Group Act of 2015
1226,412453,116236, https://www.govtrack.us/congress/votes/114-2015/h78 ,Yea,H.Res. 101: Providing for consideration of the bill (H.R. 644) to amend the Internal Revenue Code of 1986 to permanently ...
1227,412453,117311, https://www.govtrack.us/congress/votes/114-2015/h542 ,Yea,H.Res. 466: Providing for consideration of the bill (H.R. 538) to facilitate the development of energy on Indian lands by ...
1228,412457,116566, https://www.govtrack.us/congress/votes/114-2015/h267 ,Yea,H.R. 1335: Strengthening Fishing Communities and Increasing Flexibility in Fisheries Management Act
1229,412457,117911, https://www.govtrack.us/congress/votes/114-2015/h582 ,Yea,H.R. 1853: To direct the President to develop a strategy to obtain observer status for Taiwan in the International Criminal ...
1230,412457,117912, https://www.govtrack.us/congress/votes/114-2015/h584 ,Yea,H.Res. 507: Providing for consideration of the Senate amendments to the bill (H.R. 22) to amend the Internal Revenue Code ...
1231,412457,117913, https://www.govtrack.us/congress/votes/114-2015/h585 ,Yea,H.Res. 354: Expressing the sense of the House of Representatives regarding the safety and security of Jewish communities in Europe.
1232,412457,117928, https://www.govtrack.us/congress/votes/114-2015/h598 ,Yea,H.Res. 512: Providing for further consideration of the Senate amendments to the bill (H.R. 22) to amend the Internal Revenue ...
1233,412457,117957, https://www.govtrack.us/congress/votes/114-2015/h618 ,Yea,S. 1356: A bill to clarify that certain provisions of the Border Patrol Agent Pay Reform Act of 2014 will ...
1234,412457,117955, https://www.govtrack.us/congress/votes/114-2015/h625 ,No,On Motion to Instruct Conferees: H.R. 22: Developing a Reliable and Innovative Vision for the Economy Act
1235,412454,116385, https://www.govtrack.us/congress/votes/114-2015/h145 ,Yea,H.R. 1259: Helping Expand Lending Practices in Rural Communities Act
1236,412454,116386, https://www.govtrack.us/congress/votes/114-2015/h146 ,Yea,H.R. 1265: Bureau Advisory Commission Transparency Act
1237,412454,116384, https://www.govtrack.us/congress/votes/114-2015/h147 ,Yea,H.R. 1480: SAFE Act Confidentiality and Privilege Enhancement Act
1238,412454,116387, https://www.govtrack.us/congress/votes/114-2015/h149 ,Yea,H.Res. 189: Providing for consideration of the bill (H.R. 650) to amend the Truth in Lending Act to modify the ...
1239,412454,116685, https://www.govtrack.us/congress/votes/114-2015/h370 ,No,"H.Con.Res. 55: Directing the President, pursuant to section 5(c) of the War Powers Resolution, to remove United States Armed Forces ..."
1240,412454,116686, https://www.govtrack.us/congress/votes/114-2015/h372 ,Yea,H.Res. 319: Providing for consideration of the bill (H.R. 160) to amend the Internal Revenue Code of 1986 to repeal ...
1241,412454,116700, https://www.govtrack.us/congress/votes/114-2015/h380 ,Yea,"H.Res. 333: Providing for consideration of the bill (H.R. 2822) making appropriations for the Department of the Interior, environment, and ..."
1242,412454,116702, https://www.govtrack.us/congress/votes/114-2015/h384 ,Yea,H.R. 2042: Ratepayer Protection Act of 2015
1243,412454,116800, https://www.govtrack.us/congress/votes/114-2015/h448 ,Yea,H.R. 1557: Federal Employee Antidiscrimination Act of 2015
1244,412454,116801, https://www.govtrack.us/congress/votes/114-2015/h449 ,Yea,H.R. 2256: Veterans Information Modernization Act
1245,412454,117245, https://www.govtrack.us/congress/votes/114-2015/h490 ,Yea,S. 1359: E-Warranty Act of 2015
1246,412454,117955, https://www.govtrack.us/congress/votes/114-2015/h625 ,No,On Motion to Instruct Conferees: H.R. 22: Developing a Reliable and Innovative Vision for the Economy Act
1247,412531,116220, https://www.govtrack.us/congress/votes/114-2015/h68 ,Yea,H.R. 527: Small Business Regulatory Flexibility Improvements Act of 2015
1248,412531,116226, https://www.govtrack.us/congress/votes/114-2015/h70 ,Yea,H.R. 720: Gerardo Hernandez Airport Security Act of 2015
1249,412531,116770, https://www.govtrack.us/congress/votes/114-2015/h436 ,Yea,H.R. 2997: Private Investment in Housing Act of 2015
1250,412533,116113, https://www.govtrack.us/congress/votes/114-2015/h8 ,Yea,H.R. 26: Terrorism Risk Insurance Program Reauthorization Act of 2015
1251,412533,116112, https://www.govtrack.us/congress/votes/114-2015/h10 ,Yea,H.R. 23: National Windstorm Impact Reduction Act Reauthorization of 2015
1252,412533,116115, https://www.govtrack.us/congress/votes/114-2015/h12 ,No,"H.Res. 19: Providing for consideration of the bill (H.R. 3) to approve the Keystone XL Pipeline, and providing for consideration ..."
1253,412533,116119, https://www.govtrack.us/congress/votes/114-2015/h14 ,No,H.R. 30: Save American Workers Act of 2015
1254,412533,116120, https://www.govtrack.us/congress/votes/114-2015/h16 ,No,H.R. 3: Keystone XL Pipeline Act
1255,412533,116125, https://www.govtrack.us/congress/votes/114-2015/h17 ,Yea,H.R. 203: Clay Hunt SAV Act
1256,412533,116128, https://www.govtrack.us/congress/votes/114-2015/h21 ,No,H.Res. 27: Providing for consideration of the bill (H.R. 37) to make technical corrections to the Dodd-Frank Wall Street Reform ...
1257,412533,116130, https://www.govtrack.us/congress/votes/114-2015/h28 ,No,H.R. 185: Regulatory Accountability Act of 2015
1258,412533,116138, https://www.govtrack.us/congress/votes/114-2015/h37 ,No,H.R. 37: Promoting Job Creation and Reducing Small Business Burdens Act
1259,412533,116148, https://www.govtrack.us/congress/votes/114-2015/h39 ,No,"H.Res. 38: Providing for consideration of the bill (H.R. 161) to provide for the timely consideration of all licenses, permits, ..."
1260,412533,116149, https://www.govtrack.us/congress/votes/114-2015/h41 ,No,H.R. 161: Natural Gas Pipeline Permitting Reform Act
1261,412533,116157, https://www.govtrack.us/congress/votes/114-2015/h43 ,No,H.Res. 42: Providing for consideration of the bill (H.R. 7) to prohibit taxpayer funded abortions.
1262,412533,116160, https://www.govtrack.us/congress/votes/114-2015/h45 ,No,H.R. 7: No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2015
1263,412533,116179, https://www.govtrack.us/congress/votes/114-2015/h46 ,No,"H.Res. 48: Providing for consideration of the bill (H.R. 351) to provide for expedited approval of exportation of natural gas, ..."
1264,412533,116180, https://www.govtrack.us/congress/votes/114-2015/h47 ,Yea,H.R. 469: Strengthening Child Welfare Response to Trafficking Act of 2015
1265,412533,116181, https://www.govtrack.us/congress/votes/114-2015/h48 ,Yea,H.R. 246: To improve the response to victims of child sex trafficking.
1266,412533,116183, https://www.govtrack.us/congress/votes/114-2015/h50 ,No,H.R. 351: LNG Permitting Certainty and Transparency Act
1267,412533,116203, https://www.govtrack.us/congress/votes/114-2015/h51 ,Yea,H.R. 361: Medical Preparedness Allowable Use Act
1268,412533,116205, https://www.govtrack.us/congress/votes/114-2015/h52 ,Yea,H.R. 615: Department of Homeland Security Interoperable Communications
1269,412533,116204, https://www.govtrack.us/congress/votes/114-2015/h53 ,Yea,H.R. 623: Social Media Working Group Act of 2015
1270,412533,116207, https://www.govtrack.us/congress/votes/114-2015/h55 ,No,H.Res. 70: Providing for consideration of the bill (H.R. 596) to repeal the Patient Protection and Affordable Care Act and ...
1271,412533,116211, https://www.govtrack.us/congress/votes/114-2015/h58 ,No,H.R. 596: To repeal the Patient Protection and Affordable Care Act and health care-related provisions in the Health Care and ...
1272,412533,116213, https://www.govtrack.us/congress/votes/114-2015/h60 ,No,"H.Res. 78: Providing for consideration of the bill (H.R. 527) to amend chapter 6 of title 5, United States Code ..."
1273,412533,116217, https://www.govtrack.us/congress/votes/114-2015/h64 ,No,H.R. 50: Unfunded Mandates Information and Transparency Act of 2015
1274,412533,116220, https://www.govtrack.us/congress/votes/114-2015/h68 ,No,H.R. 527: Small Business Regulatory Flexibility Improvements Act of 2015
1275,412533,116226, https://www.govtrack.us/congress/votes/114-2015/h70 ,Yea,H.R. 720: Gerardo Hernandez Airport Security Act of 2015
1276,412533,116229, https://www.govtrack.us/congress/votes/114-2015/h72 ,No,"H.Res. 100: Providing for consideration of the bill (S. 1) to approve the Keystone XL Pipeline, and providing for proceedings ..."
1277,412533,116234, https://www.govtrack.us/congress/votes/114-2015/h75 ,No,S. 1: Keystone XL Pipeline Approval Act
1278,412533,116232, https://www.govtrack.us/congress/votes/114-2015/h76 ,Yea,"H.R. 431: To award a Congressional Gold Medal to the Foot Soldiers who participated in Bloody Sunday, Turnaround Tuesday, or ..."
1279,412533,116236, https://www.govtrack.us/congress/votes/114-2015/h78 ,No,H.Res. 101: Providing for consideration of the bill (H.R. 644) to amend the Internal Revenue Code of 1986 to permanently ...
1280,412533,116242, https://www.govtrack.us/congress/votes/114-2015/h82 ,No,H.R. 636: Americas Small Business Tax Relief Act of 2015
1281,412533,116675, https://www.govtrack.us/congress/votes/114-2015/h364 ,Yea,H.Res. 233: Expressing the sense of the House of Representatives that Iran should immediately release the three United States citizens ...
1282,412533,116674, https://www.govtrack.us/congress/votes/114-2015/h365 ,Yea,H.R. 2559: To designate the PFC Milton A. Lee Medal of Honor Memorial Highway in the State of Texas.
1283,412533,117245, https://www.govtrack.us/congress/votes/114-2015/h490 ,Yea,S. 1359: E-Warranty Act of 2015
1284,412532,117213, https://www.govtrack.us/congress/votes/114-2015/h467 ,Yea,S. 1482: Need-Based Educational Aid Act of 2015
1285,412532,117215, https://www.govtrack.us/congress/votes/114-2015/h468 ,Yea,H.R. 1656: Secret Service Improvements Act of 2015
1286,412532,117214, https://www.govtrack.us/congress/votes/114-2015/h469 ,Yea,H.R. 2770: Keeping our Travelers Safe and Secure Act
1287,412532,117911, https://www.govtrack.us/congress/votes/114-2015/h582 ,Yea,H.R. 1853: To direct the President to develop a strategy to obtain observer status for Taiwan in the International Criminal ...
1288,412537,116236, https://www.govtrack.us/congress/votes/114-2015/h78 ,No,H.Res. 101: Providing for consideration of the bill (H.R. 644) to amend the Internal Revenue Code of 1986 to permanently ...
1289,412537,116675, https://www.govtrack.us/congress/votes/114-2015/h364 ,Yea,H.Res. 233: Expressing the sense of the House of Representatives that Iran should immediately release the three United States citizens ...
1290,412537,116674, https://www.govtrack.us/congress/votes/114-2015/h365 ,Yea,H.R. 2559: To designate the PFC Milton A. Lee Medal of Honor Memorial Highway in the State of Texas.
1291,412536,116438, https://www.govtrack.us/congress/votes/114-2015/h173 ,Yea,H.R. 1731: National Cybersecurity Protection Advancement Act of 2015
1292,412536,116675, https://www.govtrack.us/congress/votes/114-2015/h364 ,Yea,H.Res. 233: Expressing the sense of the House of Representatives that Iran should immediately release the three United States citizens ...
1293,412536,116674, https://www.govtrack.us/congress/votes/114-2015/h365 ,Yea,H.R. 2559: To designate the PFC Milton A. Lee Medal of Honor Memorial Highway in the State of Texas.
1294,412536,116689, https://www.govtrack.us/congress/votes/114-2015/h373 ,Yea,H.Res. 321: Providing for consideration of the Senate amendment to the bill (H.R. 2146) to amend the Internal Revenue Code ...
1295,412536,116691, https://www.govtrack.us/congress/votes/114-2015/h374 ,Yea,H.R. 2146: Defending Public Safety Employees Retirement Act
1296,412536,116690, https://www.govtrack.us/congress/votes/114-2015/h375 ,Yea,H.R. 160: Protect Medical Innovation Act of 2015
1297,412539,117237, https://www.govtrack.us/congress/votes/114-2015/h486 ,Yea,H.R. 3236: Surface Transportation and Veterans Health Care Choice Improvement Act of 2015
1298,412539,117238, https://www.govtrack.us/congress/votes/114-2015/h489 ,Yea,H.R. 1994: VA Accountability Act of 2015
1299,412538,116179, https://www.govtrack.us/congress/votes/114-2015/h46 ,Yea,"H.Res. 48: Providing for consideration of the bill (H.R. 351) to provide for expedited approval of exportation of natural gas, ..."
1300,412538,116180, https://www.govtrack.us/congress/votes/114-2015/h47 ,Yea,H.R. 469: Strengthening Child Welfare Response to Trafficking Act of 2015
1301,412538,116181, https://www.govtrack.us/congress/votes/114-2015/h48 ,Yea,H.R. 246: To improve the response to victims of child sex trafficking.
1302,412538,116203, https://www.govtrack.us/congress/votes/114-2015/h51 ,Yea,H.R. 361: Medical Preparedness Allowable Use Act
1303,412538,116205, https://www.govtrack.us/congress/votes/114-2015/h52 ,Yea,H.R. 615: Department of Homeland Security Interoperable Communications
1304,412538,116204, https://www.govtrack.us/congress/votes/114-2015/h53 ,Yea,H.R. 623: Social Media Working Group Act of 2015
1305,412538,116236, https://www.govtrack.us/congress/votes/114-2015/h78 ,Yea,H.Res. 101: Providing for consideration of the bill (H.R. 644) to amend the Internal Revenue Code of 1986 to permanently ...
1306,412538,116311, https://www.govtrack.us/congress/votes/114-2015/h130 ,Yea,H.R. 360: Native American Housing Assistance and Self-Determination Reauthorization Act of 2015
1307,412538,116310, https://www.govtrack.us/congress/votes/114-2015/h131 ,Yea,H.Res. 162: Calling on the President to provide Ukraine with military assistance to defend its sovereignty and territorial integrity.
1308,412538,117301, https://www.govtrack.us/congress/votes/114-2015/h534 ,Yea,H.R. 1553: Small Bank Exam Cycle Reform Act of 2015
1309,412538,117302, https://www.govtrack.us/congress/votes/114-2015/h535 ,Yea,H.R. 1839: RAISE Act of 2015
1310,412538,117303, https://www.govtrack.us/congress/votes/114-2015/h537 ,Yea,H.Res. 462: Providing for consideration of the bill (H.R. 3192) to provide for a temporary safe harbor from the enforcement ...
1311,412538,117308, https://www.govtrack.us/congress/votes/114-2015/h538 ,Yea,H.Res. 461: Establishing a Select Investigative Panel of the Committee on Energy and Commerce.
1312,412538,117309, https://www.govtrack.us/congress/votes/114-2015/h540 ,Yea,H.R. 3192: Homebuyers Assistance Act
1313,412226,116303, https://www.govtrack.us/congress/votes/114-2015/h127 ,Yea,H.Res. 152: Providing for consideration of the resolution (H. Res. 132) providing for the expenses of certain committees of the ...
1314,412226,116306, https://www.govtrack.us/congress/votes/114-2015/h128 ,Yea,"S.J.Res. 8: A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the ..."
1315,412226,116527, https://www.govtrack.us/congress/votes/114-2015/h241 ,Yea,H.R. 1313: Service Disabled Veteran Owned Small Business Relief Act
1316,412226,116525, https://www.govtrack.us/congress/votes/114-2015/h242 ,Yea,H.R. 1382: Boosting Rates of American Veteran Employment Act
